OCCUPANCY_DATE,LOCATION_CITY,OCCUPIED_BEDS
2023-07-10T00:00:00,Toronto,46
2023-07-10T00:00:00,Toronto,37
2023-07-10T00:00:00,Toronto,66
2023-07-10T00:00:00,Toronto,NA
2023-07-10T00:00:00,Toronto,6
2023-07-10T00:00:00,Toronto,18
2023-07-10T00:00:00,Toronto,49
2023-07-10T00:00:00,,12
2023-07-10T00:00:00,Toronto,NA
2023-07-10T00:00:00,Toronto,NA
2023-07-10T00:00:00,Toronto,20
2023-07-10T00:00:00,Toronto,25
2023-07-10T00:00:00,Toronto,27
2023-07-10T00:00:00,Toronto,25
2023-07-10T00:00:00,Toronto,20
2023-07-10T00:00:00,Toronto,21
2023-07-10T00:00:00,Etobicoke,25
2023-07-10T00:00:00,Etobicoke,12
2023-07-10T00:00:00,Scarborough,10
2023-07-10T00:00:00,Scarborough,37
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,1
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,Etobicoke,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,39
2023-07-11T00:00:00,Toronto,18
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,Toronto,17
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Scarborough,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,41
2023-07-11T00:00:00,Vaughan,NA
2023-07-11T00:00:00,Toronto,44
2023-07-11T00:00:00,Toronto,92
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,,NA
2023-07-11T00:00:00,,NA
2023-07-11T00:00:00,Scarborough,NA
2023-07-11T00:00:00,Toronto,93
2023-07-11T00:00:00,Toronto,62
2023-07-11T00:00:00,Toronto,48
2023-07-11T00:00:00,Toronto,81
2023-07-11T00:00:00,Toronto,21
2023-07-11T00:00:00,Toronto,5
2023-07-11T00:00:00,Toronto,53
2023-07-11T00:00:00,Toronto,72
2023-07-11T00:00:00,Toronto,27
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,6
2023-07-11T00:00:00,Toronto,79
2023-07-11T00:00:00,Toronto,25
2023-07-11T00:00:00,Toronto,1
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,66
2023-07-11T00:00:00,Toronto,27
2023-07-11T00:00:00,Toronto,60
2023-07-11T00:00:00,Scarborough,50
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,53
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,24
2023-07-11T00:00:00,Toronto,49
2023-07-11T00:00:00,Toronto,25
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,5
2023-07-11T00:00:00,Toronto,8
2023-07-11T00:00:00,Toronto,37
2023-07-11T00:00:00,Toronto,23
2023-07-11T00:00:00,Toronto,52
2023-07-11T00:00:00,Toronto,27
2023-07-11T00:00:00,Toronto,68
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,Toronto,53
2023-07-11T00:00:00,Toronto,6
2023-07-11T00:00:00,Toronto,23
2023-07-11T00:00:00,Toronto,23
2023-07-11T00:00:00,Toronto,28
2023-07-11T00:00:00,Toronto,4
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,53
2023-07-11T00:00:00,Toronto,109
2023-07-11T00:00:00,Toronto,30
2023-07-11T00:00:00,Toronto,57
2023-07-11T00:00:00,Toronto,60
2023-07-11T00:00:00,Scarborough,76
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Scarborough,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,,20
2023-07-11T00:00:00,Toronto,67
2023-07-11T00:00:00,Toronto,49
2023-07-11T00:00:00,North York,100
2023-07-11T00:00:00,North York,178
2023-07-11T00:00:00,North York,75
2023-07-11T00:00:00,Toronto,30
2023-07-11T00:00:00,Toronto,23
2023-07-11T00:00:00,Toronto,30
2023-07-11T00:00:00,Toronto,50
2023-07-11T00:00:00,Toronto,17
2023-07-11T00:00:00,Toronto,10
2023-07-11T00:00:00,Toronto,12
2023-07-11T00:00:00,Toronto,17
2023-07-11T00:00:00,Toronto,25
2023-07-11T00:00:00,Toronto,32
2023-07-11T00:00:00,Toronto,30
2023-07-11T00:00:00,Toronto,11
2023-07-11T00:00:00,Toronto,52
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,28
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,76
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,76
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,Toronto,66
2023-07-11T00:00:00,Scarborough,NA
2023-07-11T00:00:00,Toronto,245
2023-07-11T00:00:00,North York,NA
2023-07-11T00:00:00,Toronto,43
2023-07-11T00:00:00,Toronto,46
2023-07-11T00:00:00,Toronto,37
2023-07-11T00:00:00,Toronto,66
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,6
2023-07-11T00:00:00,Toronto,18
2023-07-11T00:00:00,Toronto,49
2023-07-11T00:00:00,,12
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,NA
2023-07-11T00:00:00,Toronto,20
2023-07-11T00:00:00,Toronto,25
2023-07-11T00:00:00,Toronto,27
2023-07-11T00:00:00,Toronto,25
2023-07-11T00:00:00,Toronto,20
2023-07-11T00:00:00,Toronto,21
2023-07-11T00:00:00,Etobicoke,25
2023-07-11T00:00:00,Etobicoke,12
2023-07-11T00:00:00,Scarborough,10
2023-07-11T00:00:00,Scarborough,37
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,1
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,Etobicoke,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,39
2023-07-12T00:00:00,Toronto,18
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,Toronto,17
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Scarborough,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,41
2023-07-12T00:00:00,Vaughan,NA
2023-07-12T00:00:00,Toronto,45
2023-07-12T00:00:00,Toronto,92
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,,NA
2023-07-12T00:00:00,,NA
2023-07-12T00:00:00,Scarborough,NA
2023-07-12T00:00:00,Toronto,93
2023-07-12T00:00:00,Toronto,62
2023-07-12T00:00:00,Toronto,48
2023-07-12T00:00:00,Toronto,81
2023-07-12T00:00:00,Toronto,21
2023-07-12T00:00:00,Toronto,5
2023-07-12T00:00:00,Toronto,53
2023-07-12T00:00:00,Toronto,72
2023-07-12T00:00:00,Toronto,28
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,6
2023-07-12T00:00:00,Toronto,79
2023-07-12T00:00:00,Toronto,25
2023-07-12T00:00:00,Toronto,1
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,69
2023-07-12T00:00:00,Toronto,27
2023-07-12T00:00:00,Toronto,60
2023-07-12T00:00:00,Scarborough,50
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,53
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,26
2023-07-12T00:00:00,Toronto,49
2023-07-12T00:00:00,Toronto,25
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,5
2023-07-12T00:00:00,Toronto,8
2023-07-12T00:00:00,Toronto,37
2023-07-12T00:00:00,Toronto,23
2023-07-12T00:00:00,Toronto,52
2023-07-12T00:00:00,Toronto,27
2023-07-12T00:00:00,Toronto,69
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,Toronto,54
2023-07-12T00:00:00,Toronto,6
2023-07-12T00:00:00,Toronto,23
2023-07-12T00:00:00,Toronto,23
2023-07-12T00:00:00,Toronto,28
2023-07-12T00:00:00,Toronto,4
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,53
2023-07-12T00:00:00,Toronto,108
2023-07-12T00:00:00,Toronto,30
2023-07-12T00:00:00,Toronto,57
2023-07-12T00:00:00,Toronto,58
2023-07-12T00:00:00,Scarborough,76
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Scarborough,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,,20
2023-07-12T00:00:00,Toronto,67
2023-07-12T00:00:00,Toronto,49
2023-07-12T00:00:00,North York,100
2023-07-12T00:00:00,North York,178
2023-07-12T00:00:00,North York,75
2023-07-12T00:00:00,Toronto,30
2023-07-12T00:00:00,Toronto,23
2023-07-12T00:00:00,Toronto,30
2023-07-12T00:00:00,Toronto,50
2023-07-12T00:00:00,Toronto,16
2023-07-12T00:00:00,Toronto,10
2023-07-12T00:00:00,Toronto,12
2023-07-12T00:00:00,Toronto,17
2023-07-12T00:00:00,Toronto,25
2023-07-12T00:00:00,Toronto,32
2023-07-12T00:00:00,Toronto,30
2023-07-12T00:00:00,Toronto,10
2023-07-12T00:00:00,Toronto,52
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,28
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,76
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,76
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,Toronto,66
2023-07-12T00:00:00,Scarborough,NA
2023-07-12T00:00:00,Toronto,245
2023-07-12T00:00:00,North York,NA
2023-07-12T00:00:00,Toronto,43
2023-07-12T00:00:00,Toronto,46
2023-07-12T00:00:00,Toronto,37
2023-07-12T00:00:00,Toronto,66
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,6
2023-07-12T00:00:00,Toronto,18
2023-07-12T00:00:00,Toronto,49
2023-07-12T00:00:00,,12
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,NA
2023-07-12T00:00:00,Toronto,20
2023-07-12T00:00:00,Toronto,25
2023-07-12T00:00:00,Toronto,27
2023-07-12T00:00:00,Toronto,25
2023-07-12T00:00:00,Toronto,20
2023-07-12T00:00:00,Toronto,21
2023-07-12T00:00:00,Etobicoke,25
2023-07-12T00:00:00,Etobicoke,12
2023-07-12T00:00:00,Scarborough,10
2023-07-12T00:00:00,Scarborough,37
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,1
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,Etobicoke,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,39
2023-07-13T00:00:00,Toronto,18
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,Toronto,17
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Scarborough,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,42
2023-07-13T00:00:00,Vaughan,NA
2023-07-13T00:00:00,Toronto,46
2023-07-13T00:00:00,Toronto,92
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,,NA
2023-07-13T00:00:00,,NA
2023-07-13T00:00:00,Scarborough,NA
2023-07-13T00:00:00,Toronto,93
2023-07-13T00:00:00,Toronto,62
2023-07-13T00:00:00,Toronto,48
2023-07-13T00:00:00,Toronto,81
2023-07-13T00:00:00,Toronto,21
2023-07-13T00:00:00,Toronto,5
2023-07-13T00:00:00,Toronto,53
2023-07-13T00:00:00,Toronto,72
2023-07-13T00:00:00,Toronto,29
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,6
2023-07-13T00:00:00,Toronto,79
2023-07-13T00:00:00,Toronto,25
2023-07-13T00:00:00,Toronto,1
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,72
2023-07-13T00:00:00,Toronto,27
2023-07-13T00:00:00,Toronto,60
2023-07-13T00:00:00,Scarborough,50
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,52
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,26
2023-07-13T00:00:00,Toronto,50
2023-07-13T00:00:00,Toronto,25
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,5
2023-07-13T00:00:00,Toronto,8
2023-07-13T00:00:00,Toronto,37
2023-07-13T00:00:00,Toronto,23
2023-07-13T00:00:00,Toronto,52
2023-07-13T00:00:00,Toronto,27
2023-07-13T00:00:00,Toronto,69
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,Toronto,54
2023-07-13T00:00:00,Toronto,6
2023-07-13T00:00:00,Toronto,24
2023-07-13T00:00:00,Toronto,23
2023-07-13T00:00:00,Toronto,28
2023-07-13T00:00:00,Toronto,4
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,53
2023-07-13T00:00:00,Toronto,108
2023-07-13T00:00:00,Toronto,30
2023-07-13T00:00:00,Toronto,57
2023-07-13T00:00:00,Toronto,58
2023-07-13T00:00:00,Scarborough,76
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Scarborough,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,,20
2023-07-13T00:00:00,Toronto,68
2023-07-13T00:00:00,Toronto,49
2023-07-13T00:00:00,North York,100
2023-07-13T00:00:00,North York,178
2023-07-13T00:00:00,North York,75
2023-07-13T00:00:00,Toronto,30
2023-07-13T00:00:00,Toronto,23
2023-07-13T00:00:00,Toronto,30
2023-07-13T00:00:00,Toronto,50
2023-07-13T00:00:00,Toronto,15
2023-07-13T00:00:00,Toronto,10
2023-07-13T00:00:00,Toronto,12
2023-07-13T00:00:00,Toronto,17
2023-07-13T00:00:00,Toronto,25
2023-07-13T00:00:00,Toronto,32
2023-07-13T00:00:00,Toronto,30
2023-07-13T00:00:00,Toronto,9
2023-07-13T00:00:00,Toronto,52
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,28
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,76
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,76
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,Toronto,66
2023-07-13T00:00:00,Scarborough,NA
2023-07-13T00:00:00,Toronto,245
2023-07-13T00:00:00,North York,NA
2023-07-13T00:00:00,Toronto,43
2023-07-13T00:00:00,Toronto,46
2023-07-13T00:00:00,Toronto,37
2023-07-13T00:00:00,Toronto,66
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,6
2023-07-13T00:00:00,Toronto,18
2023-07-13T00:00:00,Toronto,49
2023-07-13T00:00:00,,12
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,NA
2023-07-13T00:00:00,Toronto,22
2023-07-13T00:00:00,Toronto,25
2023-07-13T00:00:00,Toronto,27
2023-07-13T00:00:00,Toronto,25
2023-07-13T00:00:00,Toronto,20
2023-07-13T00:00:00,Toronto,21
2023-07-13T00:00:00,Etobicoke,25
2023-07-13T00:00:00,Etobicoke,13
2023-07-13T00:00:00,Scarborough,10
2023-07-13T00:00:00,Scarborough,37
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,1
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,Etobicoke,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,39
2023-07-14T00:00:00,Toronto,18
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,Toronto,17
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Scarborough,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,42
2023-07-14T00:00:00,Vaughan,NA
2023-07-14T00:00:00,Toronto,46
2023-07-14T00:00:00,Toronto,91
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,,NA
2023-07-14T00:00:00,,NA
2023-07-14T00:00:00,Scarborough,NA
2023-07-14T00:00:00,Toronto,92
2023-07-14T00:00:00,Toronto,62
2023-07-14T00:00:00,Toronto,50
2023-07-14T00:00:00,Toronto,81
2023-07-14T00:00:00,Toronto,21
2023-07-14T00:00:00,Toronto,5
2023-07-14T00:00:00,Toronto,53
2023-07-14T00:00:00,Toronto,72
2023-07-14T00:00:00,Toronto,27
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,6
2023-07-14T00:00:00,Toronto,79
2023-07-14T00:00:00,Toronto,30
2023-07-14T00:00:00,Toronto,1
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,72
2023-07-14T00:00:00,Toronto,28
2023-07-14T00:00:00,Toronto,60
2023-07-14T00:00:00,Scarborough,50
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,53
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,26
2023-07-14T00:00:00,Toronto,50
2023-07-14T00:00:00,Toronto,25
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,5
2023-07-14T00:00:00,Toronto,8
2023-07-14T00:00:00,Toronto,37
2023-07-14T00:00:00,Toronto,23
2023-07-14T00:00:00,Toronto,52
2023-07-14T00:00:00,Toronto,27
2023-07-14T00:00:00,Toronto,69
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,Toronto,56
2023-07-14T00:00:00,Toronto,6
2023-07-14T00:00:00,Toronto,24
2023-07-14T00:00:00,Toronto,23
2023-07-14T00:00:00,Toronto,28
2023-07-14T00:00:00,Toronto,4
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,53
2023-07-14T00:00:00,Toronto,107
2023-07-14T00:00:00,Toronto,30
2023-07-14T00:00:00,Toronto,57
2023-07-14T00:00:00,Toronto,58
2023-07-14T00:00:00,Scarborough,76
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Scarborough,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,,20
2023-07-14T00:00:00,Toronto,68
2023-07-14T00:00:00,Toronto,49
2023-07-14T00:00:00,North York,100
2023-07-14T00:00:00,North York,178
2023-07-14T00:00:00,North York,75
2023-07-14T00:00:00,Toronto,30
2023-07-14T00:00:00,Toronto,23
2023-07-14T00:00:00,Toronto,30
2023-07-14T00:00:00,Toronto,50
2023-07-14T00:00:00,Toronto,16
2023-07-14T00:00:00,Toronto,10
2023-07-14T00:00:00,Toronto,12
2023-07-14T00:00:00,Toronto,17
2023-07-14T00:00:00,Toronto,25
2023-07-14T00:00:00,Toronto,32
2023-07-14T00:00:00,Toronto,30
2023-07-14T00:00:00,Toronto,9
2023-07-14T00:00:00,Toronto,52
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,28
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,76
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,76
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,Toronto,66
2023-07-14T00:00:00,Scarborough,NA
2023-07-14T00:00:00,Toronto,245
2023-07-14T00:00:00,North York,NA
2023-07-14T00:00:00,Toronto,43
2023-07-14T00:00:00,Toronto,46
2023-07-14T00:00:00,Toronto,37
2023-07-14T00:00:00,Toronto,66
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,6
2023-07-14T00:00:00,Toronto,18
2023-07-14T00:00:00,Toronto,46
2023-07-14T00:00:00,,12
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,NA
2023-07-14T00:00:00,Toronto,22
2023-07-14T00:00:00,Toronto,25
2023-07-14T00:00:00,Toronto,27
2023-07-14T00:00:00,Toronto,25
2023-07-14T00:00:00,Toronto,20
2023-07-14T00:00:00,Toronto,21
2023-07-14T00:00:00,Etobicoke,25
2023-07-14T00:00:00,Etobicoke,14
2023-07-14T00:00:00,Scarborough,10
2023-07-14T00:00:00,Scarborough,37
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,1
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,Etobicoke,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,39
2023-07-15T00:00:00,Toronto,18
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,Toronto,17
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Scarborough,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,42
2023-07-15T00:00:00,Vaughan,NA
2023-07-15T00:00:00,Toronto,46
2023-07-15T00:00:00,Toronto,92
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,,NA
2023-07-15T00:00:00,,NA
2023-07-15T00:00:00,Scarborough,NA
2023-07-15T00:00:00,Toronto,93
2023-07-15T00:00:00,Toronto,62
2023-07-15T00:00:00,Toronto,49
2023-07-15T00:00:00,Toronto,81
2023-07-15T00:00:00,Toronto,21
2023-07-15T00:00:00,Toronto,6
2023-07-15T00:00:00,Toronto,53
2023-07-15T00:00:00,Toronto,72
2023-07-15T00:00:00,Toronto,27
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,6
2023-07-15T00:00:00,Toronto,79
2023-07-15T00:00:00,Toronto,30
2023-07-15T00:00:00,Toronto,1
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,70
2023-07-15T00:00:00,Toronto,28
2023-07-15T00:00:00,Toronto,60
2023-07-15T00:00:00,Scarborough,50
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,52
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,26
2023-07-15T00:00:00,Toronto,50
2023-07-15T00:00:00,Toronto,25
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,5
2023-07-15T00:00:00,Toronto,8
2023-07-15T00:00:00,Toronto,37
2023-07-15T00:00:00,Toronto,23
2023-07-15T00:00:00,Toronto,52
2023-07-15T00:00:00,Toronto,27
2023-07-15T00:00:00,Toronto,69
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,Toronto,56
2023-07-15T00:00:00,Toronto,6
2023-07-15T00:00:00,Toronto,24
2023-07-15T00:00:00,Toronto,23
2023-07-15T00:00:00,Toronto,28
2023-07-15T00:00:00,Toronto,4
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,53
2023-07-15T00:00:00,Toronto,107
2023-07-15T00:00:00,Toronto,30
2023-07-15T00:00:00,Toronto,57
2023-07-15T00:00:00,Toronto,58
2023-07-15T00:00:00,Scarborough,76
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Scarborough,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,,20
2023-07-15T00:00:00,Toronto,68
2023-07-15T00:00:00,Toronto,49
2023-07-15T00:00:00,North York,100
2023-07-15T00:00:00,North York,178
2023-07-15T00:00:00,North York,75
2023-07-15T00:00:00,Toronto,30
2023-07-15T00:00:00,Toronto,23
2023-07-15T00:00:00,Toronto,30
2023-07-15T00:00:00,Toronto,50
2023-07-15T00:00:00,Toronto,16
2023-07-15T00:00:00,Toronto,10
2023-07-15T00:00:00,Toronto,12
2023-07-15T00:00:00,Toronto,17
2023-07-15T00:00:00,Toronto,25
2023-07-15T00:00:00,Toronto,32
2023-07-15T00:00:00,Toronto,30
2023-07-15T00:00:00,Toronto,9
2023-07-15T00:00:00,Toronto,52
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,28
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,76
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,76
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,Toronto,66
2023-07-15T00:00:00,Scarborough,NA
2023-07-15T00:00:00,Toronto,245
2023-07-15T00:00:00,North York,NA
2023-07-15T00:00:00,Toronto,43
2023-07-15T00:00:00,Toronto,46
2023-07-15T00:00:00,Toronto,37
2023-07-15T00:00:00,Toronto,66
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,6
2023-07-15T00:00:00,Toronto,18
2023-07-15T00:00:00,Toronto,46
2023-07-15T00:00:00,,12
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,NA
2023-07-15T00:00:00,Toronto,22
2023-07-15T00:00:00,Toronto,25
2023-07-15T00:00:00,Toronto,27
2023-07-15T00:00:00,Toronto,25
2023-07-15T00:00:00,Toronto,20
2023-07-15T00:00:00,Toronto,21
2023-07-15T00:00:00,Etobicoke,25
2023-07-15T00:00:00,Etobicoke,14
2023-07-15T00:00:00,Scarborough,10
2023-07-15T00:00:00,Scarborough,37
2023-07-16T00:00:00,Toronto,NA
2023-07-16T00:00:00,Toronto,NA
2023-07-16T00:00:00,Toronto,1
2023-07-16T00:00:00,North York,NA
2023-07-16T00:00:00,North York,NA
2023-07-16T00:00:00,North York,NA
2023-07-16T00:00:00,Etobicoke,NA
2023-07-16T00:00:00,Toronto,NA
